new_tweet,tokens,vaccinated,sentiment_score,sentiment_label,favorite_count,retweet_count,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,favorite_log,retweet_log,user_favourites_log,user_followers_log,user_friends_log,user_listed_log
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,281999,666,2333,66,0.0,5.5134287461649825,12.549658803814673,6.501289670540389,7.75491027202143,4.189654742026425
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,5962,34,185,1,0.0,5.5134287461649825,8.693161274238017,3.5263605246161616,5.220355825078324,0.0
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,134892,227,547,6,0.0,5.5134287461649825,11.812229737249798,5.424950017481403,6.304448802421981,1.791759469228055
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,7564,536,672,45,0.0,5.5134287461649825,8.931155429778348,6.284134161070802,6.51025834052315,3.8066624897703196
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,47502,90,282,1,0.0,5.5134287461649825,10.768527094399488,4.499809670330265,5.641907070938114,0.0
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,229864,652,1984,20,0.0,5.5134287461649825,12.345243108668145,6.480044561926653,7.592870287844818,2.995732273553991
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,178883,1028,973,10,0.0,5.5134287461649825,12.094487239827917,6.93537044601511,6.880384082186005,2.302585092994046
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,8627,448,161,50,0.0,5.5134287461649825,9.062652099076578,6.104793232414985,5.081404364984463,3.912023005428146
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,73975,314,40,1,0.0,5.5134287461649825,11.21148247726841,5.749392985908253,3.6888794541139363,0.0
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,189160,6323,5897,16,0.0,5.5134287461649825,12.150348496757813,8.751949058058614,8.682199026000504,2.772588722239781
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,1690,1041,1153,24,0.0,5.5134287461649825,7.432483807917119,6.947937068614969,7.050122520269059,3.1780538303479458
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,3409,944,344,32,0.0,5.5134287461649825,8.134174272137903,6.8501261661455,5.840641657373398,3.4657359027997265
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,2678,225,370,13,0.0,5.5134287461649825,7.8928255262511176,5.41610040220442,5.91350300563827,2.5649493574615367
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,7937,196,1506,3,0.0,5.5134287461649825,8.979290649090876,5.278114659230517,7.317212408359839,1.0986122886681098
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,8011,104,914,2,0.0,5.5134287461649825,8.988570876215118,4.6443908991413725,6.81783057145415,0.6931471805599453
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,21077,833,4973,1,0.0,5.5134287461649825,9.955937677537047,6.725033642166843,8.511778558714738,0.0
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,1079,23,86,2,0.0,5.5134287461649825,6.983789965258135,3.1354942159291497,4.454347296253507,0.6931471805599453
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,436789,7605,7088,61,0.0,5.5134287461649825,12.98720551994555,8.936561204693394,8.866158492284917,4.110873864173311
I'm an Infectious Diseases specialist and all my kids will be vaccinated for #Covid19 at the first opportunity available. I want everyone to be safe both inside ; outside the classroom. This is a good way to make it happen. #KidsOverCovid19,infectious diseases specialist kid vaccinate opportunity available want safe inside outside classroom good way happen,1,0.836,positive,1,248,27650,888,1870,9,0.0,5.5134287461649825,10.22738100695048,6.78897174299217,7.533693709848633,2.1972245773362196
"I'm Canadian and just got to the US. Walked into cvs and got my 2nd dose with ease. Coming to America has not only made me furious on how  has handled the pandemic, but also made me sad on how us Canadians have been treated to live in fear.",canadian get walk cvs get dose ease come america furious handle pandemic sad canadians treat live fear,1,-0.7003,negative,1,3,10835,188,663,1,0.0,1.0986122886681098,9.29053691397046,5.236441962829949,6.4967749901858625,0.0
"I'm Canadian and just got to the US. Walked into cvs and got my 2nd dose with ease. Coming to America has not only made me furious on how  has handled the pandemic, but also made me sad on how us Canadians have been treated to live in fear.",canadian get walk cvs get dose ease come america furious handle pandemic sad canadians treat live fear,1,-0.7003,negative,8,3,2901,537,379,10,2.0794415416798357,1.0986122886681098,7.972810784121404,6.285998094508865,5.937536205082426,2.302585092994046
"I'm crying happy tears. My dad, mum ; uncle, aged 83, 82, ; 84, all active health professionals (MD, hospital dir ; pharmacist), have all had their 1st dose of astrazeneca-AstraZeneca COVID vaccine in Nigeria this afternoon! #COVID19vaccine Thank you ðŸ™ðŸ½",cry happy tear dad mum uncle age active health professionals hospital dir pharmacist dose astrazeneca astrazeneca covid vaccine nigeria afternoon thank,1,0.7003,positive,1,49,36093,750,783,3,0.0,3.8918202981106265,10.493854219701634,6.620073206530356,6.663132695990803,1.0986122886681098
"I'm crying happy tears. My dad, mum ; uncle, aged 83, 82, ; 84, all active health professionals (MD, hospital dir ; pharmacist), have all had their 1st dose of astrazeneca-AstraZeneca COVID vaccine in Nigeria this afternoon! #COVID19vaccine Thank you ðŸ™ðŸ½",cry happy tear dad mum uncle age active health professionals hospital dir pharmacist dose astrazeneca astrazeneca covid vaccine nigeria afternoon thank,1,0.7003,positive,1,49,28701,15016,1609,109,0.0,3.8918202981106265,10.264687244346277,9.616871578266345,7.3833681469923835,4.6913478822291435
"I'm crying happy tears. My dad, mum ; uncle, aged 83, 82, ; 84, all active health professionals (MD, hospital dir ; pharmacist), have all had their 1st dose of astrazeneca-AstraZeneca COVID vaccine in Nigeria this afternoon! #COVID19vaccine Thank you ðŸ™ðŸ½",cry happy tear dad mum uncle age active health professionals hospital dir pharmacist dose astrazeneca astrazeneca covid vaccine nigeria afternoon thank,1,0.7003,positive,1,49,6281,106,389,1,0.0,3.8918202981106265,8.74528448245438,4.663439094112067,5.963579343618446,0.0
"I'm crying happy tears. My dad, mum ; uncle, aged 83, 82, ; 84, all active health professionals (MD, hospital dir ; pharmacist), have all had their 1st dose of astrazeneca-AstraZeneca COVID vaccine in Nigeria this afternoon! #COVID19vaccine Thank you ðŸ™ðŸ½",cry happy tear dad mum uncle age active health professionals hospital dir pharmacist dose astrazeneca astrazeneca covid vaccine nigeria afternoon thank,1,0.7003,positive,1,49,2693,1399,863,85,0.0,3.8918202981106265,7.898411092811599,7.243512974665482,6.760414691083428,4.442651256490317
"I'm crying happy tears. My dad, mum ; uncle, aged 83, 82, ; 84, all active health professionals (MD, hospital dir ; pharmacist), have all had their 1st dose of astrazeneca-AstraZeneca COVID vaccine in Nigeria this afternoon! #COVID19vaccine Thank you ðŸ™ðŸ½",cry happy tear dad mum uncle age active health professionals hospital dir pharmacist dose astrazeneca astrazeneca covid vaccine nigeria afternoon thank,1,0.7003,positive,1,49,157,1034,687,27,0.0,3.8918202981106265,5.056245805348308,6.9411900550683745,6.532334292222349,3.295836866004329
"I'm crying happy tears. My dad, mum ; uncle, aged 83, 82, ; 84, all active health professionals (MD, hospital dir ; pharmacist), have all had their 1st dose of astrazeneca-AstraZeneca COVID vaccine in Nigeria this afternoon! #COVID19vaccine Thank you ðŸ™ðŸ½",cry happy tear dad mum uncle age active health professionals hospital dir pharmacist dose astrazeneca astrazeneca covid vaccine nigeria afternoon thank,1,0.7003,positive,1,49,47159,901,1048,3,0.0,3.8918202981106265,10.761280150015972,6.803505257608338,6.954638864880987,1.0986122886681098
"I'm crying happy tears. My dad, mum ; uncle, aged 83, 82, ; 84, all active health professionals (MD, hospital dir ; pharmacist), have all had their 1st dose of astrazeneca-AstraZeneca COVID vaccine in Nigeria this afternoon! #COVID19vaccine Thank you ðŸ™ðŸ½",cry happy tear dad mum uncle age active health professionals hospital dir pharmacist dose astrazeneca astrazeneca covid vaccine nigeria afternoon thank,1,0.7003,positive,1,49,3592,427,664,4,0.0,3.8918202981106265,8.18646442942209,6.056784013228625,6.498282149476434,1.3862943611198906
"I'm crying happy tears. My dad, mum ; uncle, aged 83, 82, ; 84, all active health professionals (MD, hospital dir ; pharmacist), have all had their 1st dose of astrazeneca-AstraZeneca COVID vaccine in Nigeria this afternoon! #COVID19vaccine Thank you ðŸ™ðŸ½",cry happy tear dad mum uncle age active health professionals hospital dir pharmacist dose astrazeneca astrazeneca covid vaccine nigeria afternoon thank,1,0.7003,positive,1,49,5970,3212,1729,38,0.0,3.8918202981106265,8.694502206386648,8.074649075066652,7.455298485683291,3.6375861597263857
"I'm crying happy tears. My dad, mum ; uncle, aged 83, 82, ; 84, all active health professionals (MD, hospital dir ; pharmacist), have all had their 1st dose of astrazeneca-AstraZeneca COVID vaccine in Nigeria this afternoon! #COVID19vaccine Thank you ðŸ™ðŸ½",cry happy tear dad mum uncle age active health professionals hospital dir pharmacist dose astrazeneca astrazeneca covid vaccine nigeria afternoon thank,1,0.7003,positive,1,49,8900,2029,90,19,0.0,3.8918202981106265,9.093806555720231,7.615298339825815,4.499809670330265,2.9444389791664403
"I'm crying happy tears. My dad, mum ; uncle, aged 83, 82, ; 84, all active health professionals (MD, hospital dir ; pharmacist), have all had their 1st dose of astrazeneca-AstraZeneca COVID vaccine in Nigeria this afternoon! #COVID19vaccine Thank you ðŸ™ðŸ½",cry happy tear dad mum uncle age active health professionals hospital dir pharmacist dose astrazeneca astrazeneca covid vaccine nigeria afternoon thank,1,0.7003,positive,1,49,501,201,1829,2,0.0,3.8918202981106265,6.2166061010848646,5.303304908059076,7.511524648390866,0.6931471805599453
I'm exhausted by the cat and mouse of #TheAZ Enough already. I took the first dose. I have no regrets. Thanks for sharing this info. I look forward to my 2nd shot and knowing I've done something to protect myself against COVID. #AZ #AstraZeneca #vaccinated,exhaust cat mouse take dose regret thank share info look forward shoot know protect covid,1,-0.0258,neutral,1,19,162308,432,793,3,0.0,2.9444389791664403,11.997251043723512,6.068425588244111,6.675823221634848,1.0986122886681098
I'm exhausted by the cat and mouse of #TheAZ Enough already. I took the first dose. I have no regrets. Thanks for sharing this info. I look forward to my 2nd shot and knowing I've done something to protect myself against COVID. #AZ #AstraZeneca #vaccinated,exhaust cat mouse take dose regret thank share info look forward shoot know protect covid,1,-0.0258,neutral,1,19,40858,980,2214,5,0.0,2.9444389791664403,10.617857919547598,6.887552571664617,7.7025561132685825,1.6094379124341003
I'm exhausted by the cat and mouse of #TheAZ Enough already. I took the first dose. I have no regrets. Thanks for sharing this info. I look forward to my 2nd shot and knowing I've done something to protect myself against COVID. #AZ #AstraZeneca #vaccinated,exhaust cat mouse take dose regret thank share info look forward shoot know protect covid,1,-0.0258,neutral,1,19,165604,1254,1876,6,0.0,2.9444389791664403,12.017354675230951,7.134093721192866,7.53689712956617,1.791759469228055
I'm exhausted by the cat and mouse of #TheAZ Enough already. I took the first dose. I have no regrets. Thanks for sharing this info. I look forward to my 2nd shot and knowing I've done something to protect myself against COVID. #AZ #AstraZeneca #vaccinated,exhaust cat mouse take dose regret thank share info look forward shoot know protect covid,1,-0.0258,neutral,1,19,190737,4051,5003,4,0.0,2.9444389791664403,12.158650794792793,8.30671904320269,8.517793011488205,1.3862943611198906
I'm five days away from my first vaccine appointment and today I realized I'm not ready for post-pandemic life. I mean *literally*. I don't have pants and shirts for regular life.,days away vaccine appointment today realize ready post pandemic life mean literally pant shirt regular life,1,0.3612,positive,1,20,12999,3604,5002,137,0.0,2.995732273553991,9.47262771040802,8.189799618728228,8.517593111437565,4.919980925828125
I'm five days away from my first vaccine appointment and today I realized I'm not ready for post-pandemic life. I mean *literally*. I don't have pants and shirts for regular life.,days away vaccine appointment today realize ready post pandemic life mean literally pant shirt regular life,1,0.3612,positive,1,20,1050,1442,5003,82,0.0,2.995732273553991,6.956545443151569,7.273786317844895,8.517793011488205,4.406719247264253
I'm five days away from my first vaccine appointment and today I realized I'm not ready for post-pandemic life. I mean *literally*. I don't have pants and shirts for regular life.,days away vaccine appointment today realize ready post pandemic life mean literally pant shirt regular life,1,0.3612,positive,1,20,439272,7640,7141,61,0.0,2.995732273553991,12.992874090167907,8.941152882160566,8.87360810154911,4.110873864173311
"I'm fully vaxxed and feel great! You can literally feel the relief and relaxation in your body after dose 2. Sign up today and enjoy hugs, family, and friends this summer! â¤ï¸ðŸ˜ŠðŸ™ðŸ½",fully vaxxed feel great literally feel relief relaxation body dose sign today enjoy hug family friends summer šðÿ,1,0.9651,positive,43,3,5637,30348,1912,216,3.7612001156935624,1.0986122886681098,8.637107288081575,10.320485896457965,7.555905093611346,5.375278407684165
"I'm fully vaxxed and feel great! You can literally feel the relief and relaxation in your body after dose 2. Sign up today and enjoy hugs, family, and friends this summer! â¤ï¸ðŸ˜ŠðŸ™ðŸ½",fully vaxxed feel great literally feel relief relaxation body dose sign today enjoy hug family friends summer šðÿ,1,0.9651,positive,1,3,122643,986,662,135,0.0,1.0986122886681098,11.71703297508604,6.893656354602635,6.495265555937008,4.90527477843843
I'm hosting tonight just hours after getting my second dose of vaccine (I'm now an AZ/Moderna mutt) Tune in to see if my keys stick to my forehead and if the delirium sets-in during the Power Panel.,host tonight hours get second dose vaccine moderna mutt tune key stick forehead delirium set power panel,1,0.0,neutral,450,22,1938,68394,1301,635,6.1092475827643655,3.091042453358316,7.569411792450712,11.133040380464834,7.170888478512505,6.453624998892692
I'm hosting tonight just hours after getting my second dose of vaccine (I'm now an AZ/Moderna mutt) Tune in to see if my keys stick to my forehead and if the delirium sets-in during the Power Panel.,host tonight hours get second dose vaccine moderna mutt tune key stick forehead delirium set power panel,1,0.0,neutral,1,22,161,2185,480,63,0.0,3.091042453358316,5.081404364984463,7.68937110752969,6.173786103901937,4.143134726391533
I'm hosting tonight just hours after getting my second dose of vaccine (I'm now an AZ/Moderna mutt) Tune in to see if my keys stick to my forehead and if the delirium sets-in during the Power Panel.,host tonight hours get second dose vaccine moderna mutt tune key stick forehead delirium set power panel,1,0.0,neutral,1,22,31240,342,448,11,0.0,3.091042453358316,10.349454603953623,5.834810737062605,6.104793232414985,2.3978952727983707
I'm hosting tonight just hours after getting my second dose of vaccine (I'm now an AZ/Moderna mutt) Tune in to see if my keys stick to my forehead and if the delirium sets-in during the Power Panel.,host tonight hours get second dose vaccine moderna mutt tune key stick forehead delirium set power panel,1,0.0,neutral,1,22,3255,224,445,6,0.0,3.091042453358316,8.08794755464267,5.4116460518550396,6.09807428216624,1.791759469228055
"I'm in line for my #2nddose and I'm having an adrenaline rush from how positive the vibe is here! These health workers and volunteers are the sweetest, most caring, most attentive humans beings that are making this whole experience incredibly relaxing and oddly enjoyable",line nddose have adrenaline rush positive vibe health workers volunteer sweetest care attentive humans be make experience incredibly relax oddly enjoyable,1,0.921,positive,100,5,35384,3079,2255,36,4.605170185988092,1.6094379124341003,10.474015019548162,8.0323601479245,7.720905251936779,3.58351893845611
"I'm in line for my #2nddose and I'm having an adrenaline rush from how positive the vibe is here! These health workers and volunteers are the sweetest, most caring, most attentive humans beings that are making this whole experience incredibly relaxing and oddly enjoyable",line nddose have adrenaline rush positive vibe health workers volunteer sweetest care attentive humans be make experience incredibly relax oddly enjoyable,1,0.921,positive,1,5,36636,1395,934,26,0.0,1.6094379124341003,10.508786642522878,7.240649694255466,6.839476438228843,3.258096538021482
"I'm lucky enough (or not however you want to spin it) to be able to get my first vaccine in a couple of weeks due to my health. My grandma should have had hers but home visits werent available when she was admitted to hospital, and the astrazeneca hadnt been rolled out",lucky want spin able vaccine couple weeks health grandma home visit werent available admit hospital astrazeneca hadnt roll,1,0.3628,positive,2,1,5510,1332,1742,34,0.6931471805599453,0.0,8.61431990214696,7.194436851100335,7.462789157412448,3.5263605246161616
I'm on a train to Watpremier to stay in a hotel and then I go to tomorrow THEN on saturday I get my first dose of the vaccine This is all a bit much I might cry,train watpremier stay hotel tomorrow saturday dose vaccine bite,1,0.0,neutral,3,2,25334,1001,558,17,1.0986122886681098,0.6931471805599453,10.139902646043577,6.90875477931522,6.324358962381311,2.833213344056216
I'm on a train to Watpremier to stay in a hotel and then I go to tomorrow THEN on saturday I get my first dose of the vaccine This is all a bit much I might cry,train watpremier stay hotel tomorrow saturday dose vaccine bite,1,0.0,neutral,1,2,54664,330,336,7,0.0,0.6931471805599453,10.908960636460614,5.799092654460526,5.817111159963204,1.9459101490553132
"I'm thankful to have received my 1st dose of the #COVID19 vaccine yesterday. After getting the injection, the nurse asked if it hurt. I told her, ""I'm from Northern . I've had mosquito bites that have hurt more than the vaccine."" When your turn comes, get vaccinated!âœŠ",thankful receive dose vaccine yesterday get injection nurse ask hurt tell northern mosquito bite hurt vaccine turn come vaccinate âœš,1,-0.4767,negative,1,5,9077,307,120,2,0.0,1.6094379124341003,9.113499020526627,5.726847747587197,4.787491742782046,0.6931471805599453
"I'm thankful to have received my 1st dose of the #COVID19 vaccine yesterday. After getting the injection, the nurse asked if it hurt. I told her, ""I'm from Northern . I've had mosquito bites that have hurt more than the vaccine."" When your turn comes, get vaccinated!âœŠ",thankful receive dose vaccine yesterday get injection nurse ask hurt tell northern mosquito bite hurt vaccine turn come vaccinate âœš,1,-0.4767,negative,14,5,7435,615,953,1,2.6390573296152584,1.6094379124341003,8.913953858894255,6.421622267806518,6.859614903654202,0.0
"I'm thankful to have received my 1st dose of the #COVID19 vaccine yesterday. After getting the injection, the nurse asked if it hurt. I told her, ""I'm from Northern . I've had mosquito bites that have hurt more than the vaccine."" When your turn comes, get vaccinated!âœŠ",thankful receive dose vaccine yesterday get injection nurse ask hurt tell northern mosquito bite hurt vaccine turn come vaccinate âœš,1,-0.4767,negative,1,5,9023,620,1088,2,0.0,1.6094379124341003,9.107532151994501,6.429719478039138,6.992096427415888,0.6931471805599453
"I'm thankful to have received my 1st dose of the #COVID19 vaccine yesterday. After getting the injection, the nurse asked if it hurt. I told her, ""I'm from Northern . I've had mosquito bites that have hurt more than the vaccine."" When your turn comes, get vaccinated!âœŠ",thankful receive dose vaccine yesterday get injection nurse ask hurt tell northern mosquito bite hurt vaccine turn come vaccinate âœš,1,-0.4767,negative,1,5,1219,14,6,1,0.0,1.6094379124341003,7.105786129481271,2.6390573296152584,1.791759469228055,0.0
I'm trying to understand how its easier for me to get tickets to OVOFest than it is to get a vaccine appointment in #Scarborough...It's sad but true #COVID19 #,try understand easier ticket ovofest vaccine appointment sad true,1,0.3612,positive,5,3,2,422,311,77,1.6094379124341003,1.0986122886681098,0.6931471805599453,6.045005314036012,5.739792912179234,4.343805421853684
I'm trying to understand how its easier for me to get tickets to OVOFest than it is to get a vaccine appointment in #Scarborough...It's sad but true #COVID19 #,try understand easier ticket ovofest vaccine appointment sad true,1,0.3612,positive,1,3,414,208,918,2,0.0,1.0986122886681098,6.025865973825314,5.337538079701318,6.822197390620491,0.6931471805599453
"I'm young, healthy, and about to go to my vaccine appointment. In May. Thanks to and the for effecting my mental health by fear mongering about vaccine not coming until 2023, in the middle of the pandemic. I will never, ever forgive you. #Cdnpoli #ABC",young healthy vaccine appointment thank effect mental health fear monger vaccine come middle pandemic forgive,1,0.4767,positive,1,227,102672,1420,2901,9,0.0,5.424950017481403,11.539294719990297,7.258412150595307,7.972810784121404,2.1972245773362196
"I'm young, healthy, and about to go to my vaccine appointment. In May. Thanks to and the for effecting my mental health by fear mongering about vaccine not coming until 2023, in the middle of the pandemic. I will never, ever forgive you. #Cdnpoli #ABC",young healthy vaccine appointment thank effect mental health fear monger vaccine come middle pandemic forgive,1,0.4767,positive,1,227,164155,1136,1473,2,0.0,5.424950017481403,12.008566382411017,7.035268599281097,7.29505641646263,0.6931471805599453
"I'm young, healthy, and about to go to my vaccine appointment. In May. Thanks to and the for effecting my mental health by fear mongering about vaccine not coming until 2023, in the middle of the pandemic. I will never, ever forgive you. #Cdnpoli #ABC",young healthy vaccine appointment thank effect mental health fear monger vaccine come middle pandemic forgive,1,0.4767,positive,1,227,19928,172,137,1,0.0,5.424950017481403,9.899881056942016,5.147494476813453,4.919980925828125,0.0
"I'm young, healthy, and about to go to my vaccine appointment. In May. Thanks to and the for effecting my mental health by fear mongering about vaccine not coming until 2023, in the middle of the pandemic. I will never, ever forgive you. #Cdnpoli #ABC",young healthy vaccine appointment thank effect mental health fear monger vaccine come middle pandemic forgive,1,0.4767,positive,1,227,17711,108,353,1,0.0,5.424950017481403,9.781941194456632,4.68213122712422,5.8664680569332965,0.0
"I'm young, healthy, and about to go to my vaccine appointment. In May. Thanks to and the for effecting my mental health by fear mongering about vaccine not coming until 2023, in the middle of the pandemic. I will never, ever forgive you. #Cdnpoli #ABC",young healthy vaccine appointment thank effect mental health fear monger vaccine come middle pandemic forgive,1,0.4767,positive,1,227,43918,330,1746,19,0.0,5.424950017481403,10.690079537805937,5.799092654460526,7.465082736399547,2.9444389791664403
"I'm young, healthy, and about to go to my vaccine appointment. In May. Thanks to and the for effecting my mental health by fear mongering about vaccine not coming until 2023, in the middle of the pandemic. I will never, ever forgive you. #Cdnpoli #ABC",young healthy vaccine appointment thank effect mental health fear monger vaccine come middle pandemic forgive,1,0.4767,positive,1,227,42293,6714,5982,2,0.0,5.424950017481403,10.652376866706707,8.81195017753998,8.696510239189893,0.6931471805599453
"I'm young, healthy, and about to go to my vaccine appointment. In May. Thanks to and the for effecting my mental health by fear mongering about vaccine not coming until 2023, in the middle of the pandemic. I will never, ever forgive you. #Cdnpoli #ABC",young healthy vaccine appointment thank effect mental health fear monger vaccine come middle pandemic forgive,1,0.4767,positive,1,227,65240,334,695,2,0.0,5.424950017481403,11.08582805673495,5.811140992976701,6.543911845564792,0.6931471805599453
"I'm young, healthy, and about to go to my vaccine appointment. In May. Thanks to and the for effecting my mental health by fear mongering about vaccine not coming until 2023, in the middle of the pandemic. I will never, ever forgive you. #Cdnpoli #ABC",young healthy vaccine appointment thank effect mental health fear monger vaccine come middle pandemic forgive,1,0.4767,positive,1,227,99270,277,197,1,0.0,5.424950017481403,11.505598689583767,5.6240175061873385,5.2832037287379885,0.0
"I'm young, healthy, and about to go to my vaccine appointment. In May. Thanks to and the for effecting my mental health by fear mongering about vaccine not coming until 2023, in the middle of the pandemic. I will never, ever forgive you. #Cdnpoli #ABC",young healthy vaccine appointment thank effect mental health fear monger vaccine come middle pandemic forgive,1,0.4767,positive,1,227,21188,158,609,1,0.0,5.424950017481403,9.961190262664417,5.062595033026967,6.411818267709897,0.0
"I'm young, healthy, and about to go to my vaccine appointment. In May. Thanks to and the for effecting my mental health by fear mongering about vaccine not coming until 2023, in the middle of the pandemic. I will never, ever forgive you. #Cdnpoli #ABC",young healthy vaccine appointment thank effect mental health fear monger vaccine come middle pandemic forgive,1,0.4767,positive,1,227,38177,470,729,25,0.0,5.424950017481403,10.549988519022302,6.152732694704104,6.591673732008658,3.2188758248682006
"I'm young, healthy, and about to go to my vaccine appointment. In May. Thanks to and the for effecting my mental health by fear mongering about vaccine not coming until 2023, in the middle of the pandemic. I will never, ever forgive you. #Cdnpoli #ABC",young healthy vaccine appointment thank effect mental health fear monger vaccine come middle pandemic forgive,1,0.4767,positive,1,227,85828,700,365,1,0.0,5.424950017481403,11.360100572564972,6.551080335043404,5.8998973535824915,0.0
"I'm young, healthy, and about to go to my vaccine appointment. In May. Thanks to and the for effecting my mental health by fear mongering about vaccine not coming until 2023, in the middle of the pandemic. I will never, ever forgive you. #Cdnpoli #ABC",young healthy vaccine appointment thank effect mental health fear monger vaccine come middle pandemic forgive,1,0.4767,positive,1,227,695013,4504,3579,9,0.0,5.424950017481403,13.451685829407964,8.412721169819527,8.182838710766026,2.1972245773362196
"I'm young, healthy, and about to go to my vaccine appointment. In May. Thanks to and the for effecting my mental health by fear mongering about vaccine not coming until 2023, in the middle of the pandemic. I will never, ever forgive you. #Cdnpoli #ABC",young healthy vaccine appointment thank effect mental health fear monger vaccine come middle pandemic forgive,1,0.4767,positive,1,227,225133,3227,5002,24,0.0,5.424950017481403,12.324446617660312,8.079308192051961,8.517593111437565,3.1780538303479458
